cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3.0,3
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90.0,5
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28.0,5
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28.0,1
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100.0,5
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56.0,5
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3.0,4
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28.0,1
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28.0,5
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,5
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,1
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91.0,1
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0,4
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28.0,5
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3.0,4
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56.0,1
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,5
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,1
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100.0,1
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3.0,5
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28.0,2
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3.0,5
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3.0,3
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28.0,4
168.0,42.1,163.8,127.14999999999998,5.7,1058.7,780.1,28.0,5
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,2
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0,1
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,1
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0,3
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0,3
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14.0,3
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,3
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14.0,3
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28.0,4
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7.0,5
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56.0,4
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28.0,4
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90.0,4
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100.0,3
375.0,93.8,0.0,127.14999999999998,23.4,852.1,969.0500000000002,7.0,5
331.0,0.0,0.0,192.0,0.0,978.0,825.0,129.5,5
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28.0,5
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0,2
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,3
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,5
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56.0,2
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7.0,4
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7.0,2
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90.0,3
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14.0,4
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0,3
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28.0,3
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,4
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,3
168.0,42.1,163.8,127.14999999999998,5.7,1058.7,780.1,100.0,3
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28.0,1
427.5,47.5,0.0,228.0,0.0,932.0,594.0,129.5,2
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,3
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28.0,5
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,1
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3.0,5
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28.0,4
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28.0,2
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56.0,5
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28.0,4
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,4
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,2
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28.0,3
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14.0,2
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100.0,3
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28.0,3
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28.0,4
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3.0,3
237.5,237.5,0.0,228.0,0.0,932.0,594.0,129.5,5
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28.0,1
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28.0,3
162.0,207.0,172.0,216.0,10.0,822.0,638.0,28.0,1
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56.0,4
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,3
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7.0,3
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28.0,5
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28.0,4
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3.0,1
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3.0,2
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100.0,2
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14.0,2
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28.0,5
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28.0,3
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100.0,3
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28.0,1
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1.0,2
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,2
375.0,93.8,0.0,127.14999999999998,23.4,852.1,969.0500000000002,3.0,3
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7.0,1
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28.0,5
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28.0,1
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,1
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7.0,3
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,4
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28.0,2
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28.0,3
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28.0,5
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56.0,1
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3.0,5
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7.0,2
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28.0,5
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0,3
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3.0,1
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28.0,5
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28.0,5
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7.0,4
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28.0,1
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,4
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28.0,5
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56.0,5
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,2
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3.0,1
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0,4
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56.0,1
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56.0,5
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3.0,3
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14.0,1
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56.0,1
531.3,0.0,0.0,141.8,25.0,852.1,893.7,7.0,4
304.0,76.0,0.0,228.0,0.0,932.0,670.0,129.5,1
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,4
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,3
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3.0,4
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0,2
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0,2
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28.0,4
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28.0,3
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7.0,1
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7.0,4
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28.0,2
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,2
260.0,101.0,78.0,171.0,10.0,936.0,763.0,28.0,4
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28.0,2
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7.0,3
233.8,0.0,94.6,197.9,4.6,947.0,852.2,56.0,4
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28.0,2
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,1
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14.0,1
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3.0,5
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28.0,5
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28.0,3
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28.0,4
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7.0,2
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28.0,5
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,5
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56.0,4
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28.0,3
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28.0,4
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3.0,5
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0,4
190.0,190.0,0.0,228.0,0.0,932.0,670.0,129.5,3
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,5
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28.0,5
202.0,11.0,141.0,206.0,1.7,942.0,801.0,56.0,3
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56.0,1
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91.0,3
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100.0,2
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,1
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100.0,5
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,129.5,3
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56.0,1
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28.0,2
375.0,93.8,0.0,127.14999999999998,23.4,852.1,969.0500000000002,56.0,2
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100.0,5
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56.0,1
168.0,42.1,163.8,127.14999999999998,5.7,1058.7,780.1,3.0,1
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28.0,3
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28.0,1
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100.0,2
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28.0,3
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7.0,1
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56.0,3
339.0,0.0,0.0,197.0,0.0,968.0,781.0,129.5,5
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0,3
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28.0,4
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28.0,5
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56.0,1
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28.0,3
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3.0,5
339.0,0.0,0.0,197.0,0.0,968.0,781.0,129.5,5
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28.0,5
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7.0,1
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28.0,2
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,3
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100.0,1
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28.0,4
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7.0,5
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100.0,4
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,4
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,4
238.1,0.0,94.1,186.7,7.0,949.9,847.0,28.0,2
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56.0,1
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56.0,3
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,2
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7.0,3
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56.0,5
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14.0,1
332.5,142.5,0.0,228.0,0.0,932.0,594.0,129.5,5
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3.0,5
380.0,95.0,0.0,228.0,0.0,932.0,594.0,129.5,1
380.0,0.0,0.0,228.0,0.0,932.0,670.0,129.5,2
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28.0,1
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100.0,3
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90.0,5
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3.0,1
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7.0,4
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28.0,4
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14.0,2
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,1
304.0,76.0,0.0,228.0,0.0,932.0,670.0,129.5,3
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3.0,3
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28.0,3
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,2
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7.0,1
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28.0,2
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7.0,3
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,5
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7.0,5
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,1
198.6,132.4,0.0,192.0,0.0,978.4,825.5,129.5,3
222.4,0.0,96.7,189.3,4.5,967.1,870.3,100.0,2
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14.0,5
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28.0,1
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28.0,3
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28.0,5
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28.0,2
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,3
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3.0,1
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28.0,2
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14.0,2
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100.0,1
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28.0,2
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3.0,1
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28.0,2
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3.0,1
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,3
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7.0,1
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56.0,2
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,2
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28.0,4
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7.0,3
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7.0,1
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56.0,1
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28.0,3
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3.0,3
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14.0,1
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28.0,1
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3.0,2
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3.0,2
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28.0,2
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,4
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28.0,4
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14.0,3
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,3
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56.0,3
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3.0,1
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3.0,1
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28.0,3
160.2,188.0,146.4,203.2,11.3,828.7,709.7,28.0,1
202.0,11.0,141.0,206.0,1.7,942.0,801.0,7.0,3
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3.0,3
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,1
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14.0,5
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28.0,2
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100.0,1
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90.0,3
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56.0,1
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0,1
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7.0,1
151.0,0.0,184.0,167.0,12.0,991.0,772.0,28.0,2
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3.0,3
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28.0,2
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,5
307.0,0.0,0.0,193.0,0.0,968.0,812.0,129.5,3
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28.0,4
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7.0,4
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,5
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28.0,3
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7.0,3
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28.0,2
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,1
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3.0,2
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7.0,2
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14.0,4
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,5
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28.0,3
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56.0,5
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28.0,2
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28.0,4
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28.0,3
190.0,190.0,0.0,228.0,0.0,932.0,670.0,129.5,1
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28.0,1
303.6,139.9,0.0,213.5,6.2,895.5,722.5,28.0,3
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28.0,5
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3.0,1
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0,5
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3.0,5
380.0,95.0,0.0,228.0,0.0,932.0,594.0,129.5,1
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,129.5,2
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28.0,3
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56.0,2
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28.0,3
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28.0,5
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28.0,1
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,1
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7.0,5
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28.0,4
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100.0,5
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3.0,1
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28.0,1
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28.0,4
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7.0,2
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28.0,5
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28.0,3
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,4
140.0,164.0,128.0,232.35000000000002,6.0,869.0,656.0,28.0,1
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,2
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28.0,4
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28.0,2
469.0,117.2,0.0,137.8,25.0,852.1,840.5,7.0,4
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100.0,4
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100.0,2
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,3
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28.0,1
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7.0,1
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,4
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28.0,3
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28.0,3
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,3
254.0,0.0,0.0,198.0,0.0,968.0,863.0,129.5,3
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,129.5,2
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3.0,3
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28.0,4
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56.0,2
135.0,105.0,193.0,196.0,6.0,965.0,643.0,28.0,5
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28.0,3
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100.0,3
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3.0,3
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3.0,4
151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28.0,3
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,2
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28.0,4
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,3
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28.0,2
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0,3
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28.0,4
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14.0,3
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7.0,3
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56.0,3
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28.0,2
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,129.5,2
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56.0,1
314.0,0.0,113.0,170.0,10.0,925.0,783.0,28.0,1
298.0,0.0,107.0,164.0,13.0,953.0,784.0,28.0,1
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100.0,1
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28.0,1
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14.0,3
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3.0,2
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28.0,5
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100.0,2
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,3
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,3
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28.0,3
168.0,42.1,163.8,127.14999999999998,5.7,1058.7,780.1,56.0,3
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7.0,3
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28.0,5
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,1
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7.0,2
152.0,0.0,112.0,184.0,8.0,992.0,816.0,28.0,5
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3.0,2
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28.0,1
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7.0,4
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3.0,3
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28.0,5
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,2
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100.0,2
148.5,139.4,108.6,192.7,6.1,892.4,780.0,28.0,3
272.8,105.1,81.8,209.7,9.0,904.0,679.7,28.0,2
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3.0,1
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7.0,2
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,5
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28.0,5
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,3
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.0,3
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14.0,3
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,5
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14.0,2
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3.0,1
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28.0,2
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28.0,5
469.0,117.2,0.0,137.8,25.0,852.1,840.5,28.0,5
154.0,174.0,185.0,228.0,7.0,845.0,612.0,28.0,2
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,4
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28.0,3
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14.0,5
164.2,0.0,200.1,181.2,12.6,849.3,846.0,28.0,3
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7.0,2
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28.0,2
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28.0,3
